date_s,storekeeper_name_s,shift_s,atz_tanker_sheet,uch_s,given_litres_s,given_kg_s,status,status_id,guid,date_color,table_color
07.05.2024,АНДАТ,УТРО,АТЗ - 365,ТЮХТЕРЕК,1412.0,1200.2,Загружен,2,WPGUID29D240510143852SH3645,,white
07.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2600.0,2191.8,Загружен,2,WPGUID16D240508111923SH141,,white
07.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4061.0,3415.3,Загружен,2,WPGUID38D240508152041SH643,,white
07.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2703.0,2286.7,Загружен,2,WPGUID33D240508100216SH632,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,ТЮХТЕРЕК,3355.0,2851.8,Загружен,2,WPGUID29D240510143406SH3644,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,ТЮХТЕРЕК,1412.0,1200.2,Загружен,2,WPGUID29D240510143852SH3645,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,907.0,770.9,Загружен,2,WPGUID29D240510142855SH3642,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1415.0,1198.5,Загружен,2,WPGUID29D240510142717SH3641,,white
07.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,693.0,579.3,Загружен,2,WPGUID34D240508061939SH657,,white
07.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1376.0,1160.0,Загружен,2,WPGUID16D240508092557SH140,,white
07.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2600.0,2191.8,Загружен,2,WPGUID16D240508111923SH141,,white
07.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4411.0,3709.7,Загружен,2,WPGUID38D240508151250SH642,,white
07.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2703.0,2286.7,Загружен,2,WPGUID33D240508100216SH632,,white
07.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4061.0,3415.3,Загружен,2,WPGUID38D240508152041SH643,,white
07.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,467.0,393.7,Загружен,2,WPGUID15D240508100324SH649,,white
07.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,1275.0,1074.8,Загружен,2,WPGUID15D240508100617SH650,,white
07.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,2103.0,1772.8,Загружен,2,WPGUID15D240508100149SH648,,white
07.05.2024,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1813.0,1528.4,Загружен,2,WPGUID10D240509082907SH486,,white
07.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1321.0,1113.6,Загружен,2,WPGUID10D240509083146SH487,,white
07.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,ИШИМБА,472.0,397.9,Загружен,2,WPGUID15D240508100800SH651,,white
07.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2186.0,1855.9,Загружен,2,WPGUID2D240508084740SH169,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1798.0,1528.3,Загружен,2,WPGUID29D240510142400SH3640,,white
07.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1165.0,986.8,Загружен,2,WPGUID2D240508090646SH170,,white
07.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1743.0,1469.3,Загружен,2,WPGUID26D240508083657SH1181,,white
07.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1229.0,1032.4,Загружен,2,WPGUID18D240508090456SH173,,white
07.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2231.0,1880.7,Загружен,2,WPGUID26D240508090640SH1182,,white
07.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4300.0,3663.6,Загружен,2,WPGUID41D240508084416SH659,,white
07.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4121.0,3498.7,Загружен,2,WPGUID41D240508085629SH660,,white
07.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1634.0,1385.6,Загружен,2,WPGUID7D240508083825SH505,,white
07.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1019.0,856.0,Загружен,2,WPGUID18D240508090234SH172,,white
07.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,2603.0,2194.3,Загружен,2,WPGUID26D240508091811SH1183,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 365,ПИХТАЧИ,981.0,833.9,Загружен,2,WPGUID29D240510144554SH3647,,white
07.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,342.0,278.7,Загружен,2,WPGUID43D240508075533SH387,,white
07.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1655.0,1406.8,Загружен,2,WPGUID20D240507160653SH581,,white
07.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,46.0,39.0,Загружен,2,WPGUID29D240510143942SH3646,,white
07.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,545.0,444.2,Загружен,2,WPGUID43D240508075429SH386,,white
07.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1609.0,1354.8,Загружен,2,WPGUID20D240508071044SH582,,white
07.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1322.0,1105.2,Загружен,2,WPGUID34D240508062231SH658,,white
07.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,263.0,219.9,Загружен,2,WPGUID34D240508062341SH659,,white
07.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3520.0,2977.9,Загружен,2,WPGUID33D240508101133SH633,,white
07.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2464.0,2074.7,Загружен,2,WPGUID36D240508064548SH692,,white
07.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1172.0,993.9,Загружен,2,WPGUID7D240508082311SH504,,white
07.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,1678.0,1414.6,Загружен,2,WPGUID26D240508092448SH1184,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2166.0,1825.9,Загружен,2,WPGUID26D240506103434SH1178,,white
06.05.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,1307.0,1103.1,Загружен,2,WPGUID36D240507072508SH688,,white
06.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,1620.0,1367.3,Загружен,2,WPGUID36D240507072931SH689,,white
06.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,1690.0,1423.0,Загружен,2,WPGUID36D240507155121SH690,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1487.0,1261.0,Загружен,2,WPGUID29D240508153600SH3637,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,2338.0,1975.6,Загружен,2,WPGUID26D240506095423SH1176,,white
06.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1723.0,1447.3,Загружен,2,WPGUID16D240507113046SH138,,white
06.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2633.0,2211.7,Загружен,2,WPGUID16D240507113555SH139,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1714.0,1444.9,Загружен,2,WPGUID26D240506100215SH1177,,white
06.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1111.0,941.0,Загружен,2,WPGUID2D240507143856SH167,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 365,ТЮХТЕРЕК,541.0,458.2,Загружен,2,WPGUID29D240508151753SH3635,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,357.0,302.7,Загружен,2,WPGUID29D240508153437SH3636,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,1559.0,1325.1,Загружен,2,WPGUID29D240508151000SH3630,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,1612.0,1360.5,Загружен,2,WPGUID26D240507081234SH1179,,white
06.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2672.0,2257.8,Загружен,2,WPGUID33D240506084520SH628,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2663.0,2244.9,Загружен,2,WPGUID26D240507102303SH1180,,white
06.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1785.0,1511.9,Загружен,2,WPGUID20D240507085944SH579,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,1674.0,1422.9,Загружен,2,WPGUID29D240508150338SH3628,,white
06.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,ИШИМБА,260.0,219.4,Загружен,2,WPGUID15D240507101812SH647,,white
06.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1576.0,1330.1,Загружен,2,WPGUID20D240507091317SH580,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,647.0,548.0,Загружен,2,WPGUID29D240508150518SH3629,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1725.0,1466.3,Загружен,2,WPGUID29D240508151319SH3632,,white
06.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,1087.0,917.4,Загружен,2,WPGUID15D240507100926SH644,,white
06.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4664.0,3941.1,Загружен,2,WPGUID38D240508113152SH640,,white
06.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,770.0,649.9,Загружен,2,WPGUID15D240507101250SH645,,white
06.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3626.0,3082.1,Загружен,2,WPGUID41D240507091309SH658,,white
06.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3471.0,2919.1,Загружен,2,WPGUID38D240508113916SH641,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,810.0,688.5,Загружен,2,WPGUID29D240508151526SH3633,,white
06.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,1120.0,948.6,Загружен,2,WPGUID29D240508151132SH3631,,white
06.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,2158.0,1821.4,Загружен,2,WPGUID15D240507101647SH646,,white
06.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3270.0,2789.3,Загружен,2,WPGUID41D240507085029SH657,,white
06.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1723.0,1447.3,Загружен,2,WPGUID16D240507113046SH138,,white
06.05.2024,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2167.0,1822.4,Загружен,2,WPGUID10D240507084202SH484,,white
06.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3953.0,3340.3,Загружен,2,WPGUID33D240507083920SH631,,white
06.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1070.0,897.7,Загружен,2,WPGUID18D240507081445SH171,,white
06.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1525.0,1282.5,Загружен,2,WPGUID10D240507084444SH485,,white
06.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3203.0,2706.5,Загружен,2,WPGUID33D240507083218SH630,,white
06.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1251.0,1049.6,Загружен,2,WPGUID18D240507081141SH170,,white
06.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,722.0,588.4,Загружен,2,WPGUID43D240507072541SH384,,white
06.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1714.0,1444.9,Загружен,2,WPGUID26D240506100215SH1177,,white
06.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,774.0,630.8,Загружен,2,WPGUID43D240507072742SH385,,white
06.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,2181.0,1853.9,Загружен,2,WPGUID7D240507090631SH502,,white
06.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,2868.0,2400.5,Загружен,2,WPGUID46D240506191944SH283,,white
06.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,772.0,652.3,Загружен,2,WPGUID34D240507060933SH655,,white
06.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,2030.0,1715.4,Загружен,2,WPGUID34D240507061813SH656,,white
06.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3497.0,2944.5,Загружен,2,WPGUID1D240506202601SH517,,white
06.05.2024,АНДАТ,ВЕЧЕР,АТЗ - 365,ПИХТАЧИ,579.0,490.4,Загружен,2,WPGUID29D240508153758SH3638,,white
06.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1277.0,1085.5,Загружен,2,WPGUID7D240507090956SH503,,white
06.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2082.0,1753.0,Загружен,2,WPGUID1D240506203256SH518,,white
05.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1894.0,1592.9,Загружен,2,WPGUID16D240506110356SH136,,white
05.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,1385.0,1168.9,Загружен,2,WPGUID15D240506103633SH641,,white
05.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,1039.0,876.9,Загружен,2,WPGUID15D240506103935SH642,,white
05.05.2024,МАМОН,УТРО,АТЗ - 22138 (H368PH124) ,МАМОН,5341.0,4566.6,Загружен,2,WPGUID13D240505143112SH545,,white
05.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2711.0,2280.0,Загружен,2,WPGUID16D240506110958SH137,,white
05.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,1067.0,900.5,Загружен,2,WPGUID15D240506104247SH643,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,917.0,780.4,Загружен,2,WPGUID29D240506175004SH3616,,white
05.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1025.0,866.1,Загружен,2,WPGUID10D240506091549SH483,,white
05.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3048.0,2575.6,Загружен,2,WPGUID33D240506085820SH629,,white
05.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,2056.0,1733.2,Загружен,2,WPGUID36D240505184804SH685,,white
05.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4890.0,4161.4,Загружен,2,WPGUID41D240506085910SH656,,white
05.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4180.0,3565.5,Загружен,2,WPGUID41D240506084622SH655,,white
05.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,2056.0,1733.2,Загружен,2,WPGUID36D240505184804SH685,,white
05.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4180.0,3565.5,Загружен,2,WPGUID41D240506084622SH655,,white
05.05.2024,МАМОН,УТРО,АТЗ - 22138 (H368PH124) ,МАМОН,5341.0,4566.6,Загружен,2,WPGUID13D240505143112SH545,,white
05.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,1040.0,879.8,Загружен,2,WPGUID36D240505185236SH686,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,917.0,780.4,Загружен,2,WPGUID29D240506175004SH3616,,white
05.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,744.0,632.4,Загружен,2,WPGUID7D240506081631SH501,,white
05.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,800.0,652.0,Загружен,2,WPGUID43D240506074415SH383,,white
05.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1138.0,955.9,Загружен,2,WPGUID18D240506075037SH168,,white
05.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,826.0,698.0,Загружен,2,WPGUID34D240506061202SH653,,white
05.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1954.0,1660.9,Загружен,2,WPGUID2D240506002736SH165,,white
05.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,675.0,571.7,Загружен,2,WPGUID2D240506003020SH166,,white
05.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4554.0,3861.8,Загружен,2,WPGUID38D240508095615SH638,,white
05.05.2024,МАМОН,ВЕЧЕР,АТЗ - 22138 (H368PH124) ,МАМОН,2720.0,2301.1,Загружен,2,WPGUID13D240505232218SH546,,white
05.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1352.0,1142.4,Загружен,2,WPGUID34D240506061623SH654,,white
05.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,754.0,614.5,Загружен,2,WPGUID43D240506074227SH382,,white
05.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1361.0,1141.9,Загружен,2,WPGUID18D240506075240SH169,,white
05.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2793.0,2360.1,Загружен,2,WPGUID38D240508100805SH639,,white
05.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,2611.0,2201.1,Загружен,2,WPGUID26D240505175001SH1175,,white
05.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,6662.0,5616.1,Загружен,2,WPGUID1D240505182752SH515,,white
05.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,39.0,33.0,Загружен,2,WPGUID26D240505162246SH1172,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,105.0,89.3,Загружен,2,WPGUID29D240506181058SH3627,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1532.0,1302.2,Загружен,2,WPGUID29D240506181018SH3626,,white
05.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1597.0,1352.7,Загружен,2,WPGUID26D240505162451SH1173,,white
05.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2254.0,1900.1,Загружен,2,WPGUID1D240505203628SH516,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,955.0,811.8,Загружен,2,WPGUID29D240506175347SH3617,08.05.2024,#f7fcc5
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1313.0,1116.1,Загружен,2,WPGUID29D240506180442SH3625,,white
05.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,2388.0,2013.1,Загружен,2,WPGUID26D240505174323SH1174,,white
05.05.2024,АНДАТ,ВЕЧЕР,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,91.0,77.4,Загружен,2,WPGUID29D240506175935SH3622,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,455.0,386.8,Загружен,2,WPGUID29D240506175831SH3621,,white
05.05.2024,АНДАТ,ВЕЧЕР,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,113.0,96.1,Загружен,2,WPGUID29D240506180015SH3623,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,889.0,755.7,Загружен,2,WPGUID29D240506175623SH3619,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,967.0,822.0,Загружен,2,WPGUID29D240506175457SH3618,,white
05.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,873.0,742.1,Загружен,2,WPGUID7D240506081445SH500,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,898.0,763.3,Загружен,2,WPGUID29D240506175735SH3620,,white
05.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,785.0,667.3,Загружен,2,WPGUID29D240506180129SH3624,,white
05.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1890.0,1581.9,Загружен,2,WPGUID46D240505184545SH282,,white
