date_s,storekeeper_name_s,shift_s,atz_tanker_sheet,uch_s,given_litres_s,given_kg_s,status,status_id,guid,date_color,table_color
02.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,5167.0,4376.4,Загружен,2,WPGUID41D240503094821SH650,,white
02.05.2024,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,2000.0,1694.0,Загружен,2,WPGUID15D240504093548SH629,,white
02.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,83.0,70.3,Загружен,2,WPGUID15D240504093706SH630,,white
02.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,496.0,419.1,Загружен,2,WPGUID26D240503075129SH1160,,white
02.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4370.0,3683.9,Загружен,2,WPGUID38D240502114236SH632,,white
02.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,824.0,694.6,Загружен,2,WPGUID29D240503122549SH3584,,white
02.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2065.0,1747.0,Загружен,2,WPGUID2D240503204250SH159,,white
02.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,1668.0,1416.1,Загружен,2,WPGUID15D240504094124SH631,,white
02.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1488.0,1258.8,Загружен,2,WPGUID34D240503060314SH648,,white
02.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,535.0,452.6,Загружен,2,WPGUID29D240503124218SH3593,,white
02.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,ПИХТАЧИ,2670.0,2250.8,Загружен,2,WPGUID29D240503124017SH3591,,white
02.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,685.0,576.8,Загружен,2,WPGUID18D240503083415SH164,,white
02.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1268.0,1077.8,Загружен,2,WPGUID7D240503085109SH495,,white
01.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4246.0,3600.6,Загружен,2,WPGUID41D240502105740SH647,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,106.0,89.7,Загружен,2,WPGUID29D240502140512SH3580,,white
01.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1611.0,1361.3,Загружен,2,WPGUID2D240501173521SH157,,white
01.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1495.0,1264.8,Загружен,2,WPGUID34D240502063014SH646,,white
01.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2749.0,2311.9,Загружен,2,WPGUID16D240501101457SH128,,white
01.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1718.0,1463.7,Загружен,2,WPGUID7D240502115103SH493,,white
01.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1376.0,1171.0,Загружен,2,WPGUID20D240501120211SH569,,white
01.05.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,5402.0,4570.1,Загружен,2,WPGUID36D240501155726SH677,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,ТЮХТЕРЕК,1095.0,928.6,Загружен,2,WPGUID29D240502140135SH3578,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,928.0,788.8,Загружен,2,WPGUID26D240502091845SH1159,,white
01.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3617.0,3063.6,Загружен,2,WPGUID1D240501103908SH507,,white
01.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3294.0,2776.8,Загружен,2,WPGUID16D240502150351SH129,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,1340.0,1136.3,Загружен,2,WPGUID29D240502125226SH3574,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1283.0,1090.6,Загружен,2,WPGUID26D240502083635SH1156,,white
01.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,584.0,491.7,Загружен,2,WPGUID18D240502131158SH162,,white
01.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,584.0,491.7,Загружен,2,WPGUID18D240502131158SH162,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,46.0,39.0,Загружен,2,WPGUID29D240502124752SH3572,,white
01.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3074.0,2606.8,Загружен,2,WPGUID33D240502081108SH620,,white
01.05.2024,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1510.0,1285.0,Загружен,2,WPGUID15D240501120337SH625,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1283.0,1090.6,Загружен,2,WPGUID26D240502083635SH1156,,white
01.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3878.0,3288.5,Загружен,2,WPGUID33D240502080444SH619,,white
01.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,2265.0,1929.8,Загружен,2,WPGUID20D240502070403SH570,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,1477.0,1251.0,Загружен,2,WPGUID29D240502124649SH3571,,white
01.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2620.0,2216.5,Загружен,2,WPGUID36D240502065414SH678,,white
01.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4040.0,3425.9,Загружен,2,WPGUID41D240502110732SH648,,white
01.05.2024,МАМОН,УТРО,АТЗ - 22138 (H368PH124) ,МАМОН,5819.0,4986.9,Загружен,2,WPGUID13D240501113926SH537,,white
01.05.2024,ПОЛУДЕННЫЙ КУНДАТ,УТРО,АТЗ - 90133 (М325РМ55) ,ПОЛУДЕННЫЙ КУНДАТ,205.0,173.6,Загружен,2,WPGUID23D240501210122SH20,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,ПИХТАЧИ,1984.0,1682.4,Загружен,2,WPGUID29D240502140956SH3582,,white
01.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3278.0,2766.6,Загружен,2,WPGUID38D240501150512SH630,,white
01.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1261.0,1075.6,Загружен,2,WPGUID7D240501162926SH492,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,156.0,132.0,Загружен,2,WPGUID29D240502125522SH3577,,white
01.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4123.0,3475.7,Загружен,2,WPGUID38D240501200435SH631,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,ТЮХТЕРЕК,342.0,290.0,Загружен,2,WPGUID29D240502140214SH3579,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,4150.0,3527.5,Загружен,2,WPGUID26D240502090807SH1158,,white
01.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,1267.0,1037.7,Загружен,2,WPGUID43D240502071017SH374,,white
01.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1149.0,973.2,Загружен,2,WPGUID10D240501232607SH474,,white
01.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,823.0,699.6,Загружен,2,WPGUID15D240502175801SH628,,white
01.05.2024,БЕЗОБРАЗОВКА,УТРО,АТЗ - 22135 (H351PH124) ,БЕЗОБРАЗОВКА,254.0,216.2,Загружен,2,WPGUID10D240501213103SH472,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,1340.0,1136.3,Загружен,2,WPGUID29D240502125226SH3574,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,928.0,788.8,Загружен,2,WPGUID26D240502091845SH1159,,white
01.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1043.0,882.4,Загружен,2,WPGUID34D240502062642SH645,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,912.0,773.4,Загружен,2,WPGUID29D240502124936SH3573,,white
01.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 22139 (H370PH124) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,149.0,125.9,Загружен,2,WPGUID16D240501101246SH127,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2312.0,1965.2,Загружен,2,WPGUID26D240502084122SH1157,,white
01.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,725.0,612.6,Загружен,2,WPGUID2D240502140549SH158,,white
01.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,57.0,48.4,Загружен,2,WPGUID26D240502083235SH1155,,white
01.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,953.0,801.5,Загружен,2,WPGUID18D240502131100SH161,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,135.0,114.5,Загружен,2,WPGUID29D240502125316SH3575,,white
01.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1718.0,1463.7,Загружен,2,WPGUID7D240502115103SH493,,white
01.05.2024,МАМОН,ВЕЧЕР,АТЗ - 22138 (H368PH124) ,МАМОН,3237.0,2764.4,Загружен,2,WPGUID13D240501202207SH538,,white
01.05.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,ПИХТАЧИ,1400.0,1187.2,Загружен,2,WPGUID29D240502140842SH3581,,white
01.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1376.0,1171.0,Загружен,2,WPGUID20D240501120211SH569,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1370.0,1159.0,Загружен,2,WPGUID29D240502105627SH3569,,white
30.04.2024,ПОЛУДЕННЫЙ КУНДАТ,УТРО,АТЗ - 90133 (М325РМ55) ,ПОЛУДЕННЫЙ КУНДАТ,224.0,189.7,Загружен,2,WPGUID23D240430184328SH19,,white
30.04.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1244.0,1056.2,Загружен,2,WPGUID20D240501071727SH568,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,117.0,99.0,Загружен,2,WPGUID29D240502104829SH3565,,white
30.04.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2797.0,2352.3,Загружен,2,WPGUID16D240501075930SH125,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,4172.0,3525.3,Загружен,2,WPGUID29D240502104610SH3563,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,757.0,641.2,Загружен,2,WPGUID29D240502104012SH3560,,white
30.04.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,3174.0,2685.2,Загружен,2,WPGUID26D240501091232SH1151,,white
30.04.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,990.0,826.7,Загружен,2,WPGUID34D240501061146SH643,,white
30.04.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1463.0,1245.0,Загружен,2,WPGUID15D240501110833SH624,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,995.0,840.8,Загружен,2,WPGUID29D240502105311SH3567,,white
30.04.2024,МАМОН,УТРО,АТЗ - 22138 (H368PH124) ,МАМОН,4408.0,3777.7,Загружен,2,WPGUID13D240430152516SH535,,white
30.04.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,713.0,606.8,Загружен,2,WPGUID15D240501105935SH622,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,4172.0,3525.3,Загружен,2,WPGUID29D240502104610SH3563,,white
30.04.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1568.0,1332.8,Загружен,2,WPGUID26D240501105221SH1153,,white
30.04.2024,МАМОН,УТРО,АТЗ - 22138 (H368PH124) ,МАМОН,4408.0,3777.7,Загружен,2,WPGUID13D240430152516SH535,,white
30.04.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,713.0,606.8,Загружен,2,WPGUID15D240501105935SH622,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,117.0,99.0,Загружен,2,WPGUID29D240502104829SH3565,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,757.0,641.2,Загружен,2,WPGUID29D240502104012SH3560,,white
30.04.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1827.0,1536.5,Загружен,2,WPGUID16D240501075709SH124,,white
30.04.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1911.0,1630.1,Загружен,2,WPGUID7D240501151049SH490,,white
30.04.2024,БЕЗОБРАЗОВКА,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,БЕЗОБРАЗОВКА,1271.0,1081.6,Загружен,2,WPGUID10D240501083904SH471,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,998.0,845.3,Загружен,2,WPGUID29D240502104249SH3562,,white
30.04.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2797.0,2352.3,Загружен,2,WPGUID16D240501075930SH125,,white
30.04.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1408.0,1189.8,Загружен,2,WPGUID2D240501092146SH156,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,673.0,568.7,Загружен,2,WPGUID29D240502105453SH3568,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,533.0,450.9,Загружен,2,WPGUID29D240502105729SH3570,,white
30.04.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3758.0,3179.3,Загружен,2,WPGUID41D240502103309SH646,,white
30.04.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3013.0,2546.0,Загружен,2,WPGUID33D240501080920SH618,,white
30.04.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,1451.0,1224.6,Загружен,2,WPGUID38D240430195217SH629,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,492.0,416.2,Загружен,2,WPGUID29D240502104923SH3566,,white
30.04.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3680.0,3120.6,Загружен,2,WPGUID41D240430114239SH645,,white
30.04.2024,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1715.0,1459.5,Загружен,2,WPGUID15D240501110402SH623,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,349.0,294.9,Загружен,2,WPGUID29D240502104711SH3564,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,1890.0,1604.6,Загружен,2,WPGUID29D240502103850SH3559,,white
30.04.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3001.0,2535.8,Загружен,2,WPGUID33D240501080303SH617,,white
30.04.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,986.0,834.2,Загружен,2,WPGUID26D240501091651SH1152,,white
30.04.2024,МАМОН,ВЕЧЕР,АТЗ - 22138 (H368PH124) ,МАМОН,3443.0,2943.8,Загружен,2,WPGUID13D240430225405SH536,,white
30.04.2024,БЕЗОБРАЗОВКА,УТРО,АТЗ - 22135 (H351PH124) ,БЕЗОБРАЗОВКА,1957.0,1665.4,Загружен,2,WPGUID10D240501083605SH470,,white
30.04.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,2138.0,1785.2,Загружен,2,WPGUID46D240430201135SH277,,white
30.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,БИЗА,1052.0,891.0,Загружен,2,WPGUID29D240502104120SH3561,,white
30.04.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1281.0,1088.9,Загружен,2,WPGUID26D240501105622SH1154,,white
30.04.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1347.0,1143.6,Загружен,2,WPGUID20D240501070945SH567,,white
30.04.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,4375.0,3710.0,Загружен,2,WPGUID1D240430161210SH505,,white
30.04.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1758.0,1467.9,Загружен,2,WPGUID34D240501061754SH644,,white
30.04.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,1532.0,1299.1,Загружен,2,WPGUID1D240430213442SH506,,white
30.04.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,831.0,698.9,Загружен,2,WPGUID18D240501075602SH160,,white
30.04.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,796.0,669.4,Загружен,2,WPGUID18D240501075446SH159,,white
29.04.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1708.0,1451.8,Загружен,2,WPGUID7D240430094840SH487,,white
29.04.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1373.0,1167.1,Загружен,2,WPGUID15D240430152308SH621,,white
29.04.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1863.0,1572.4,Загружен,2,WPGUID20D240430101102SH566,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1409.0,1194.8,Загружен,2,WPGUID29D240430165546SH3555,,white
29.04.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3010.0,2537.4,Загружен,2,WPGUID38D240430073957SH627,,white
29.04.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,5040.0,4243.7,Загружен,2,WPGUID38D240429152053SH626,,white
29.04.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1025.0,862.0,Загружен,2,WPGUID18D240430085159SH157,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,101.0,85.3,Загружен,2,WPGUID29D240430165308SH3553,,white
29.04.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1750.0,1475.3,Загружен,2,WPGUID2D240430193430SH153,,white
29.04.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,5237.0,4420.0,Загружен,2,WPGUID36D240429172758SH673,,white
29.04.2024,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1996.0,1700.6,Загружен,2,WPGUID13D240429213352SH532,,white
29.04.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3720.0,3143.4,Загружен,2,WPGUID41D240429200913SH643,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1282.0,1083.3,Загружен,2,WPGUID29D240430170543SH3557,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,3045.0,2582.2,Загружен,2,WPGUID29D240430165053SH3551,,white
29.04.2024,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1256.0,1067.6,Загружен,2,WPGUID15D240430151555SH620,,white
29.04.2024,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1996.0,1700.6,Загружен,2,WPGUID13D240429213352SH532,,white
29.04.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1750.0,1475.3,Загружен,2,WPGUID2D240430193430SH153,,white
29.04.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2365.0,1989.0,Загружен,2,WPGUID16D240430075330SH123,,white
29.04.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2138.0,1806.6,Загружен,2,WPGUID26D240430104514SH1150,,white
29.04.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2260.0,1907.4,Загружен,2,WPGUID1D240429205827SH504,,white
29.04.2024,ПОЛУДЕННЫЙ КУНДАТ,УТРО,АТЗ - 90133 (М325РМ55) ,ПОЛУДЕННЫЙ КУНДАТ,378.0,320.2,Загружен,2,WPGUID23D240429194504SH18,,white
29.04.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1863.0,1572.4,Загружен,2,WPGUID20D240430101102SH566,,white
29.04.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2735.0,2313.8,Загружен,2,WPGUID33D240430090849SH616,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,2231.0,1894.1,Загружен,2,WPGUID29D240430164324SH3547,,white
29.04.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3010.0,2537.4,Загружен,2,WPGUID38D240430073957SH627,,white
29.04.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,608.0,507.7,Загружен,2,WPGUID34D240430080534SH641,,white
29.04.2024,АНДАТ,УТРО,АТЗ - 90065 (В334НВ124) ,АНДАТ,1086.0,922.0,Загружен,2,WPGUID29D240430164458SH3548,,white
